x,y_pred
50.0,3127.6324125899537
50.1,3142.151966209096
50.2,3156.7055164992107
50.3,3171.2930634602963
50.4,3185.914607092357
50.5,3200.5701473953914
50.6,3215.259684369398
50.7,3229.9832180143776
50.8,3244.7407483303296
50.9,3259.532275317256
51.0,3274.3577989751548
51.1,3289.217319304027
51.2,3304.110836303874
51.3,3319.0383499746904
51.4,3333.999860316482
51.5,3348.9953673292466
51.6,3364.0248710129836
51.7,3379.088371367695
51.8,3394.185868393378
51.9,3409.317362090035
52.0,3424.482852457666
52.1,3439.6823394962694
52.2,3454.9158232058444
52.3,3470.183303586393
52.4,3485.4847806379157
52.5,3500.820254360411
52.6,3516.18972475388
52.7,3531.5931918183223
52.8,3547.0306555537354
52.9,3562.502115960124
53.0,3578.0075730374847
53.1,3593.547026785818
53.2,3609.120477205126
53.3,3624.7279242954055
53.4,3640.3693680566594
53.5,3656.044808488886
53.6,3671.7542455920848
53.7,3687.497679366257
53.8,3703.275109811402
53.9,3719.0865369275216
54.0,3734.9319607146135
54.1,3750.811381172678
54.2,3766.724798301717
54.3,3782.6722121017274
54.4,3798.6536225727114
54.5,3814.669029714668
54.6,3830.718433527599
54.7,3846.8018340115023
54.8,3862.9192311663783
54.9,3879.0706249922277
55.0,3895.2560154890516
55.1,3911.475402656847
55.2,3927.728786495616
55.3,3944.0161670053567
55.4,3960.3375441860726
55.5,3976.692918037761
55.6,3993.082288560422
55.7,4009.5056557540565
55.8,4025.9630196186636
55.9,4042.454380154245
56.0,4058.979737360797
56.1,4075.5390912383245
56.2,4092.1324417868254
56.3,4108.759789006296
56.4,4125.421132896743
56.5,4142.116473458163
56.6,4158.845810690555
56.7,4175.60914459392
56.8,4192.406475168257
56.9,4209.237802413569
57.0,4226.103126329854
57.1,4243.002446917112
57.2,4259.935764175343
57.3,4276.903078104546
57.4,4293.904388704723
57.5,4310.939695975873
57.6,4328.008999917996
57.7,4345.112300531093
57.8,4362.249597815161
57.9,4379.4208917702035
58.0,4396.6261823962195
58.1,4413.865469693208
58.2,4431.13875366117
58.3,4448.446034300105
58.4,4465.787311610012
58.5,4483.162585590892
58.6,4500.571856242747
58.7,4518.015123565575
58.8,4535.492387559374
58.9,4553.003648224148
59.0,4570.548905559895
59.1,4588.128159566613
59.2,4605.741410244306
59.3,4623.388657592971
59.4,4641.06990161261
59.5,4658.7851423032225
59.6,4676.534379664808
59.7,4694.317613697365
59.8,4712.134844400895
59.9,4729.986071775399
60.0,4747.871295820877
60.1,4765.790516537329
60.2,4783.743733924752
60.3,4801.730947983147
60.4,4819.7521587125175
60.5,4837.807366112861
60.6,4855.896570184176
60.7,4874.019770926465
60.8,4892.176968339727
60.9,4910.368162423962
61.0,4928.593353179171
61.1,4946.852540605352
61.2,4965.145724702507
61.3,4983.472905470633
61.4,5001.834082909734
61.5,5020.229257019808
61.6,5038.658427800855
61.7,5057.121595252875
61.8,5075.618759375867
61.9,5094.149920169833
62.0,5112.715077634773
62.1,5131.314231770685
62.2,5149.947382577569
62.3,5168.614530055427
62.4,5187.315674204259
62.5,5206.050815024065
62.6,5224.819952514843
62.7,5243.623086676594
62.8,5262.460217509317
62.9,5281.331345013013
63.0,5300.236469187684
63.1,5319.175590033326
63.2,5338.1487075499435
63.3,5357.155821737531
63.4,5376.1969325960945
63.5,5395.27204012563
63.6,5414.381144326138
63.7,5433.524245197621
63.8,5452.701342740074
63.9,5471.912436953503
64.0,5491.157527837904
64.1,5510.436615393278
64.2,5529.749699619626
64.3,5549.096780516946
64.4,5568.47785808524
64.5,5587.892932324505
64.6,5607.342003234743
64.7,5626.825070815958
64.8,5646.342135068143
64.9,5665.893195991304
65.0,5685.478253585434
65.1,5705.097307850538
65.2,5724.750358786617
65.3,5744.437406393667
65.4,5764.158450671694
65.5,5783.9134916206895
65.6,5803.70252924066
65.7,5823.525563531605
65.8,5843.38259449352
65.9,5863.27362212641
66.0,5883.198646430272
66.1,5903.157667405107
66.2,5923.150685050919
66.3,5943.177699367699
66.4,5963.2387103554565
66.5,5983.333718014183
66.6,6003.462722343884
66.7,6023.6257233445585
66.8,6043.822721016206
66.9,6064.0537153588275
67.0,6084.318706372421
67.1,6104.617694056986
67.2,6124.950678412528
67.3,6145.317659439041
67.4,6165.718637136528
67.5,6186.153611504985
67.6,6206.622582544416
67.7,6227.125550254823
67.8,6247.6625146362
67.9,6268.233475688555
68.0,6288.838433411878
68.1,6309.477387806175
68.2,6330.150338871447
68.3,6350.857286607689
68.4,6371.5982310149075
68.5,6392.373172093097
68.6,6413.182109842259
68.7,6434.025044262397
68.8,6454.901975353506
68.9,6475.8129031155895
69.0,6496.757827548644
69.1,6517.736748652672
69.2,6538.749666427675
69.3,6559.796580873649
69.4,6580.877491990598
69.5,6601.992399778518
69.6,6623.141304237411
69.7,6644.324205367278
69.8,6665.54110316812
69.9,6686.791997639935
70.0,6708.07688878272
70.1,6729.395776596479
70.2,6750.748661081212
