x,y_pred,y_true_trend
50.0,3268.151284544776,3252.0
50.1,3285.4580504094906,3269.53202
50.2,3302.7648162742053,3287.1281600000007
50.3,3320.07158213892,3304.7885399999996
50.4,3337.3783480036345,3322.5132799999997
50.5,3354.685113868349,3340.3025000000002
50.6,3371.991879733064,3358.1563200000005
50.7,3389.2986455977784,3376.0748600000006
50.8,3406.605411462493,3394.05824
50.9,3423.9121773272072,3412.1065799999997
51.0,3441.218943191922,3430.2200000000003
51.1,3458.5257090566365,3448.3986200000004
51.2,3475.832474921351,3466.6425600000007
51.3,3493.139240786066,3484.95194
51.4,3510.4460066507804,3503.3268799999996
51.5,3527.752772515495,3521.7675
51.6,3545.0595383802097,3540.2739200000005
51.7,3562.3663042449243,3558.8462600000007
51.8,3579.673070109639,3577.4846399999997
51.9,3596.9798359743536,3596.1891800000003
52.0,3614.286601839068,3614.96
52.1,3631.593367703783,3633.79722
52.2,3648.9001335684975,3652.70096
52.3,3666.206899433212,3671.67134
52.4,3683.5136652979268,3690.70848
52.5,3700.8204311626414,3709.8125
52.6,3718.1271970273556,3728.9835199999998
52.7,3735.4339628920707,3748.2216600000006
52.8,3752.740728756785,3767.52704
52.9,3770.0474946214995,3786.8997799999997
53.0,3787.354260486214,3806.34
53.1,3804.6610263509288,3825.8478200000004
53.2,3821.9677922156434,3845.4233600000007
53.3,3839.274558080358,3865.0667399999993
53.4,3856.5813239450727,3884.7780799999996
53.5,3873.8880898097873,3904.5575
53.6,3891.194855674502,3924.4051200000004
53.7,3908.5016215392166,3944.3210600000007
53.8,3925.808387403931,3964.3054399999996
53.9,3943.115153268646,3984.3583799999997
54.0,3960.4219191333605,4004.4800000000005
54.1,3977.728684998075,4024.6704200000004
54.2,3995.0354508627897,4044.929760000001
54.3,4012.342216727504,4065.2581399999995
54.4,4029.648982592219,4085.6556799999994
54.5,4046.955748456933,4106.1225
54.6,4064.2625143216483,4126.65872
54.7,4081.5692801863624,4147.26446
54.8,4098.8760460510775,4167.939839999999
54.9,4116.182811915792,4188.68498
55.0,4133.489577780507,4209.5
55.1,4150.796343645221,4230.385020000001
55.2,4168.103109509935,4251.340160000001
55.3,4185.40987537465,4272.36554
55.4,4202.716641239365,4293.4612799999995
55.5,4220.0234071040795,4314.6275000000005
55.6,4237.330172968794,4335.864320000001
55.7,4254.636938833509,4357.17186
55.8,4271.943704698223,4378.55024
55.9,4289.250470562938,4399.99958
56.0,4306.557236427652,4421.52
56.1,4323.864002292367,4443.11162
56.2,4341.1707681570815,4464.774560000001
56.3,4358.477534021797,4486.508939999999
56.4,4375.784299886511,4508.31488
56.5,4393.091065751226,4530.1925
56.6,4410.39783161594,4552.14192
56.7,4427.704597480655,4574.163260000001
56.8,4445.011363345369,4596.25664
56.9,4462.3181292100835,4618.42218
57.0,4479.624895074799,4640.66
57.1,4496.931660939514,4662.970220000001
57.2,4514.238426804228,4685.352960000001
57.3,4531.545192668942,4707.80834
57.4,4548.851958533657,4730.33648
57.5,4566.158724398372,4752.9375
57.6,4583.465490263086,4775.61152
57.7,4600.772256127801,4798.358660000001
57.8,4618.079021992516,4821.179039999999
57.9,4635.38578785723,4844.07278
58.0,4652.692553721945,4867.04
58.1,4669.999319586659,4890.08082
58.2,4687.306085451374,4913.195360000001
58.3,4704.612851316088,4936.383739999999
58.4,4721.9196171808035,4959.64608
58.5,4739.226383045518,4982.9825
58.6,4756.533148910232,5006.393120000001
58.7,4773.839914774947,5029.878060000001
58.8,4791.146680639662,5053.43744
58.9,4808.453446504376,5077.071379999999
59.0,4825.76021236909,5100.78
59.1,4843.0669782338055,5124.56342
59.2,4860.373744098521,5148.42176
59.3,4877.680509963235,5172.355139999999
59.4,4894.987275827949,5196.36368
59.5,4912.294041692664,5220.4475
59.6,4929.600807557378,5244.60672
59.7,4946.907573422093,5268.8414600000015
59.8,4964.214339286807,5293.1518399999995
59.9,4981.5211051515225,5317.53798
60.0,4998.827871016237,5342.0
60.1,5016.134636880952,5366.53802
60.2,5033.441402745666,5391.152160000001
60.3,5050.748168610381,5415.842539999999
60.4,5068.054934475095,5440.609279999999
60.5,5085.36170033981,5465.4525
60.6,5102.6684662045245,5490.3723199999995
60.7,5119.975232069239,5515.3688600000005
60.8,5137.281997933954,5540.44224
60.9,5154.588763798669,5565.5925799999995
61.0,5171.895529663383,5590.82
61.1,5189.202295528097,5616.1246200000005
61.2,5206.509061392812,5641.506560000002
61.3,5223.815827257527,5666.96594
61.4,5241.122593122242,5692.50288
61.5,5258.429358986956,5718.1175
61.6,5275.736124851671,5743.809920000001
61.7,5293.042890716385,5769.580260000001
61.8,5310.3496565811,5795.428639999999
61.9,5327.656422445814,5821.35518
62.0,5344.9631883105285,5847.360000000001
62.1,5362.269954175244,5873.443220000001
62.2,5379.576720039959,5899.604960000001
62.3,5396.883485904673,5925.845339999999
62.4,5414.190251769387,5952.1644799999995
62.5,5431.497017634102,5978.5625
62.6,5448.803783498817,6005.039520000001
62.7,5466.110549363531,6031.595660000001
62.8,5483.417315228246,6058.23104
62.9,5500.724081092961,6084.94578
63.0,5518.030846957676,6111.740000000001
63.1,5535.33761282239,6138.6138200000005
63.2,5552.644378687104,6165.567360000001
63.3,5569.951144551819,6192.600739999999
63.4,5587.257910416534,6219.714080000001
63.5,5604.5646762812485,6246.9075
63.6,5621.871442145963,6274.18112
63.7,5639.178208010677,6301.535060000001
63.8,5656.484973875392,6328.969439999999
63.9,5673.791739740107,6356.48438
64.0,5691.098505604821,6384.08
64.1,5708.405271469535,6411.756419999998
64.2,5725.71203733425,6439.513760000002
64.3,5743.0188031989655,6467.352139999999
64.4,5760.32556906368,6495.271680000002
64.5,5777.632334928394,6523.2725
64.6,5794.939100793109,6551.354719999998
64.7,5812.245866657824,6579.518460000001
64.8,5829.552632522538,6607.76384
64.9,5846.859398387252,6636.090980000002
65.0,5864.1661642519675,6664.5
65.1,5881.472930116683,6692.991019999999
65.2,5898.779695981397,6721.56416
65.3,5916.086461846111,6750.21954
65.4,5933.393227710826,6778.957280000002
65.5,5950.69999357554,6807.7775
65.6,5968.006759440255,6836.680319999998
65.7,5985.3135253049695,6865.665860000001
65.8,6002.620291169684,6894.73424
65.9,6019.927057034399,6923.885580000001
66.0,6037.233822899114,6953.12
66.1,6054.540588763828,6982.437619999998
66.2,6071.847354628542,7011.838560000001
66.3,6089.154120493257,7041.322939999999
66.4,6106.460886357972,7070.890880000002
66.5,6123.767652222687,7100.5425
